forum,thread,threadLink,views,threadPosts,postNumber,screenname,post
community-management,help resetting password for primary account | ECO Forum,https://ecoforum.strangeloopgames.com/topic/4289/help-resetting-password-for-primary-account,679,3,3,ShaydenMac,Contact support@strangeloopgames.com and they'll help you sort this out.
community-management,Running Linux server | ECO Forum,https://ecoforum.strangeloopgames.com/topic/3729/running-linux-server,479,1,1,ecoworld.online,
community-management,Invasive claiming | ECO Forum,https://ecoforum.strangeloopgames.com/topic/3451/invasive-claiming,1235,3,1,bootywarrior,I'm playing on a server where I was elected leader only to have someone and their friends pooled their flags together to claim an ungodly amount of land around my own land so I was wondering is there any way to remove someone else's property if they abuse the system
community-management,Invasive claiming | ECO Forum,https://ecoforum.strangeloopgames.com/topic/3451/invasive-claiming,1235,3,2,emmeck,An admin can unclaim the land so if your an admin use /unclaim on each of the claimed plots. If your not the admin you will need to contact the admin of the server and ask them to do it.
community-management,Invasive claiming | ECO Forum,https://ecoforum.strangeloopgames.com/topic/3451/invasive-claiming,1235,3,3,TimmayTim,"you could make a law preventing land claims  in time or amount,  but with current update that's broken"
community-management,Friend who received one of my four pack invites cannot link account. | ECO Forum,https://ecoforum.strangeloopgames.com/topic/3344/friend-who-received-one-of-my-four-pack-invites-cannot-link-account,492,1,1,kwich,"A couple days ago I bought the four pack and sent 3 to my friends. We enjoyed playing together, but today after ping perfect linked it to steam one of my friends cannot log on. His account did not get linked to steam so i'm thinking that is his problem. He deleted his emails yesterday and maybe there was a key in i dont know. I linked my eco account to steam without problem. Is there anyway to get a steam key to the email i sent the invite to?"
community-management,Eco: Global Survival Wiki Volunteer Team | ECO Forum,https://ecoforum.strangeloopgames.com/topic/312/eco-global-survival-wiki-volunteer-team,9450,18,1,dannypent," This thread is a central hub for the official Eco Wiki. You will be able to find updates on recently changed Wiki pages and suggest changes (or report errors). Additionally, you will receive updates on the latest Eco development progress and changes as they are released. To view the latest developments and plan, visit our Trello: https://trello.com/b/nIXUSRpw/eco-global-survival-wiki To join the volunteer team simply start editing the Eco Wiki. As you add more and more to the pages we will contact you to join the volunteer team as a way to recognize your efforts. The volunteer team does not have any special permissions / access, but is an organized team that is constantly modifying the wiki to reflect the most current version of the game. Once on the team you will be granted access to work on our Trello as well as access our staff Teamspeak."
community-management,Eco: Global Survival Wiki Volunteer Team | ECO Forum,https://ecoforum.strangeloopgames.com/topic/312/eco-global-survival-wiki-volunteer-team,9450,18,2,NoBlackThunder,pinned the post to make it more visible =)
community-management,Eco: Global Survival Wiki Volunteer Team | ECO Forum,https://ecoforum.strangeloopgames.com/topic/312/eco-global-survival-wiki-volunteer-team,9450,18,3,dannypent,
community-management,Eco: Global Survival Wiki Volunteer Team | ECO Forum,https://ecoforum.strangeloopgames.com/topic/312/eco-global-survival-wiki-volunteer-team,9450,18,4,Ryve,"Glad to help.
And if @JohnK might be wondering. That little red guy is me, who you might recognise from twitter :)"
community-management,Eco: Global Survival Wiki Volunteer Team | ECO Forum,https://ecoforum.strangeloopgames.com/topic/312/eco-global-survival-wiki-volunteer-team,9450,18,5,Kikketer,"I'll be in editing soon enough!
Do you have some sort of format you wish to follow?  For example the ""axe"" needs revising, I was planning on just brain-dumping everything I knew about the ECO axe.  At what point is it considered ""done""?"
community-management,Eco: Global Survival Wiki Volunteer Team | ECO Forum,https://ecoforum.strangeloopgames.com/topic/312/eco-global-survival-wiki-volunteer-team,9450,18,6,dannypent,"There isn't any real format that ""Must"" be followed. The consistent format of which you are probably looking for has yet to be fully developed and has only just begun being integrated into the Wiki pages (i.e. eco.gamepedia.com/Builder's_Hut). These are still being finalized, however. Brain-dumping is perfectly fine. It is how we are leaving many of the pages right now and then will be going back through and cleaning them up once most of the general information has been written. The only thing we ask is that you proofread your work before posting. There are typos all throughout the wiki, but we will be combing through them to make the pages more professional as time goes on. 'Done' is a word that we cannot really use at this time. Having only the information from release V 1.0.0 to go off, we anticipate many changes to occur over the next year and a half of development. I do understand however what you mean :P Most pages can be marked as complete once images, basic information, detailed information (when necessary), redirects and proofreading has occured."
community-management,Eco: Global Survival Wiki Volunteer Team | ECO Forum,https://ecoforum.strangeloopgames.com/topic/312/eco-global-survival-wiki-volunteer-team,9450,18,7,Kikketer,"Sounds good, thanks.  I'll do what I can to keep the information useful and valid."
community-management,Eco: Global Survival Wiki Volunteer Team | ECO Forum,https://ecoforum.strangeloopgames.com/topic/312/eco-global-survival-wiki-volunteer-team,9450,18,8,woodgreener,"I've added an item infobox to the wiki here: eco.gamepedia.com/Template:Item Is it just me, or is Gamepedia painfully slow to load? Is there any chance the Wiki could move over to Wikia.com in these early stages, or are we stuck with Gamepedia?"
community-management,Eco: Global Survival Wiki Volunteer Team | ECO Forum,https://ecoforum.strangeloopgames.com/topic/312/eco-global-survival-wiki-volunteer-team,9450,18,9,DNLinkman,"Looks really interesting :o quite different from the format I've been using thus far. Also, gamepedia loads fine for me :s"
community-management,Eco: Global Survival Wiki Volunteer Team | ECO Forum,https://ecoforum.strangeloopgames.com/topic/312/eco-global-survival-wiki-volunteer-team,9450,18,10,JohnK,"Great start all, this is really impressive. Awesome work!"
community-management,Eco: Global Survival Wiki Volunteer Team | ECO Forum,https://ecoforum.strangeloopgames.com/topic/312/eco-global-survival-wiki-volunteer-team,9450,18,11,woodgreener,"I just tested, and each page takes 50-60 seconds to load. (For comparison, Wikipedia's Main Page takes about 1 second to load). I think it's an issue with loading the Hydra skin, but there are no other skins available. Is anyone else having the issue of slow loading of the Wiki?"
community-management,Eco: Global Survival Wiki Volunteer Team | ECO Forum,https://ecoforum.strangeloopgames.com/topic/312/eco-global-survival-wiki-volunteer-team,9450,18,12,NoBlackThunder,@woodgreener said: wiki above ? nope .. seems fine here ?
community-management,Eco: Global Survival Wiki Volunteer Team | ECO Forum,https://ecoforum.strangeloopgames.com/topic/312/eco-global-survival-wiki-volunteer-team,9450,18,13,ofallthebars,It's fine for me as well.  Just a second or two a page.
community-management,Eco: Global Survival Wiki Volunteer Team | ECO Forum,https://ecoforum.strangeloopgames.com/topic/312/eco-global-survival-wiki-volunteer-team,9450,18,14,woodgreener,"Thanks for the feedback! I think it's a router/ISP issue for me, as every gamepedia page takes 50+ seconds to load on any device/browser through my wifi. Using mobile internet,  I connect straight away.
I don't have admin access to the router, so I shall do my best to contribute despite this!"
community-management,Eco: Global Survival Wiki Volunteer Team | ECO Forum,https://ecoforum.strangeloopgames.com/topic/312/eco-global-survival-wiki-volunteer-team,9450,18,15,Driversl112,"Does this game need internet? Also if i buy the $40 version, can i use the single digital game to play on multiple computers?"
community-management,Eco: Global Survival Wiki Volunteer Team | ECO Forum,https://ecoforum.strangeloopgames.com/topic/312/eco-global-survival-wiki-volunteer-team,9450,18,16,NoBlackThunder,1.Depending on what you mean .. you can buy the game and play it alone on with the server hosted on your computer (*for now only on windows computers) you can have the game on as many computers you want but ! each person needs to have there own unique account with the game in it (its like minecraft ... you cant share accounts and so on )
community-management,Eco: Global Survival Wiki Volunteer Team | ECO Forum,https://ecoforum.strangeloopgames.com/topic/312/eco-global-survival-wiki-volunteer-team,9450,18,17,Nes,"I stumbled across this old thread and it inspired us to start a Trello for the new generation of wiki editors. See what we are working on here: https://trello.com/ecowikieditors We've already done a great deal of work on templates and wiki content in anticipation of Beta. In no small part thanks to @Pradoxzon , we have a template that, when given a single item name parameter, will output a table of all recipes used to make that item and used by that item. We plan to extend the template automation system to the new infoboxes as well before beta. Come talk to us in the Eco Discord Wiki Editors channel. We are in need of team members who are interested in helping more in-depth with aspects of the wiki such as art, CSS, writing, patrolling, and more. Come join us in Discord and see what you can do!"
community-management,Eco: Global Survival Wiki Volunteer Team | ECO Forum,https://ecoforum.strangeloopgames.com/topic/312/eco-global-survival-wiki-volunteer-team,9450,18,18,Master Who,"I am an expert on all thing, Object, World Object, Tech, and Items. If you need me to get you any info/Pictures, feel free to DM me on Discord!"
community-management,developer silence | ECO Forum,https://ecoforum.strangeloopgames.com/topic/2802/developer-silence,2502,7,1,ecchiporo,Can the devs give feedback on how things are going?? I have been checking for some feedback for some time now and it looks like the pretty much abandoned the game. No one plays and there are barley and forum posts being made by any player.  The devs are to silent and it feels uneasy when the do this. Plz just post a weekly thing telling how things are progressing.
community-management,developer silence | ECO Forum,https://ecoforum.strangeloopgames.com/topic/2802/developer-silence,2502,7,2,Mog,You can talk to the devs in discord they're not silent at all. They are working on 0.6. You can download the staging version and see by yourself exactly how things are progressing. They are preparing for PAX at the end of the week. You will probably get the big speech about the new 0.6 features you're looking for then.
community-management,developer silence | ECO Forum,https://ecoforum.strangeloopgames.com/topic/2802/developer-silence,2502,7,3,craig.jong,Sorry that it feels that way - we're trying to get small updates as much as possible out on facebook (if you check that) and we have some presence on the official discord server. https://www.facebook.com/EcoVideoGame/
community-management,developer silence | ECO Forum,https://ecoforum.strangeloopgames.com/topic/2802/developer-silence,2502,7,4,NoBlackThunder,"Howdy ! Definitely recommend joining our discord server here https://discord.gg/ge3JDp2 =) There is allot more activity there and it is easier to get a hold of us there ;) . Most people seem to like Discord more for direct communication, there is also a channel where you can see how much work is done. You can see live each time a change is pushed to the source code repository and ruffly some overview about what that update to the main source code repo is."
community-management,developer silence | ECO Forum,https://ecoforum.strangeloopgames.com/topic/2802/developer-silence,2502,7,5,JohnK,"Yeah Discord and Facebook are where we post the most, daily.  Lots of new stuff coming."
community-management,developer silence | ECO Forum,https://ecoforum.strangeloopgames.com/topic/2802/developer-silence,2502,7,6,ecchiporo,"@NoBlackThunder said: hey thanks for the feedback, i'l check discord and fb from now on. Just a question tho, why don't you guys edit the webpage of eco with info. Like if you take a look at another indie game called project Zomboid. The post every Monday something about the game, sometimes the give info that isn't useful in any way but at least the say that progress went slow or something went wrong so the have to redo it. And i'm not sure if its written anywhere on the webpage that you guys communicate mostly on discord or on fb. But if it isn't plz post it on the webpage and if it is i'm sorry for missing it"
community-management,developer silence | ECO Forum,https://ecoforum.strangeloopgames.com/topic/2802/developer-silence,2502,7,7,NoBlackThunder,"Howdy! I will talk to Jeff and John and see if we can not make it more visible. Now on a personal opinion ( remember it is my personal opinion and not reflecting the teams opinion ;) ) : A general schedule every Monday and try to post something meaningful is actually quite hard and most likely even quite time consuming. Time that can be better spend on making a game. I also personally believe in direct communications that a more 1 way like main page post.
Discord is a great tool to get directly and close to everyone while i feel that news post should contain larger info and updates instead just "" nothing new , just smashing bugs"" =) Facebook post do actually do show small progression and it is also easier this way, here we just post an image or a short video and a short line of text, Those come out at a random interval. All of this is easier for all of the team and us to get involved and we also get closer to people with direct communication. While updates on a main page are nice they should still only contain larger updates. That's at least my personal opinion and i think our discord is doing the direct communication thing very well =)"
community-management,the game will not run on my computer | ECO Forum,https://ecoforum.strangeloopgames.com/topic/2671/the-game-will-not-run-on-my-computer,1095,2,1,theDomo,"the game will not run on my computer my game is incredibly buggy and does not want to work properly game Chauncey crashes lots of lag due to my video card being insufficient all of my issues are because of my computer i3 2gb, 4gb of ram, ati 4000 video card
because I cannot get a new computer and the game will not run properly I asked for a refund and have not gotten any response can I please get some assist"
community-management,the game will not run on my computer | ECO Forum,https://ecoforum.strangeloopgames.com/topic/2671/the-game-will-not-run-on-my-computer,1095,2,2,MGrand3,If you have sent an e-mail to support@strangeloopgames.com you should be getting a response within 24-48hrs during weekdays.
community-management,Struggling to connect to specific server | ECO Forum,https://ecoforum.strangeloopgames.com/topic/2434/struggling-to-connect-to-specific-server,2190,6,1,htidredneck,"Hello. ive been playing ECO for a few days now and ive been playing on  188.165.236.216 - Tryggr  fairly new server and getting things up and running.. Ive got to log in again this evening and the client just states ""Connecting"" and doesnt do anything else.  i can see there are 5 people online but im unable to connect. and the connection doesnt even crash or cancel it will just continuously connect and go no further. at time of typing if currently left it 10 minutes and still no connection. How do i resolve my connection to this server? Kind regards."
community-management,Struggling to connect to specific server | ECO Forum,https://ecoforum.strangeloopgames.com/topic/2434/struggling-to-connect-to-specific-server,2190,6,2,toxxikz,"i just attempted to connect myself... i got the same thing you did, just sits on connecting, it looks as though the issue may be with the server.  If you know the server admin you may want to ask them to restart the server.  If that does not fix the issue check to see if they have the player limit set to 5, if so it will only allow 5 players on at a time."
community-management,Struggling to connect to specific server | ECO Forum,https://ecoforum.strangeloopgames.com/topic/2434/struggling-to-connect-to-specific-server,2190,6,3,nate29ha,hey man i know u from that server i have the same issue
community-management,Struggling to connect to specific server | ECO Forum,https://ecoforum.strangeloopgames.com/topic/2434/struggling-to-connect-to-specific-server,2190,6,4,htidredneck,Its weirds its showing 5 people are currently online
community-management,Struggling to connect to specific server | ECO Forum,https://ecoforum.strangeloopgames.com/topic/2434/struggling-to-connect-to-specific-server,2190,6,5,JonColmanator,"Server back online, it was down."
community-management,Struggling to connect to specific server | ECO Forum,https://ecoforum.strangeloopgames.com/topic/2434/struggling-to-connect-to-specific-server,2190,6,6,htidredneck,"We could really do with a Server community page on the forum. or a discord, can someone ask the server host to give me a shout or suggest the above to him"
community-management,(Real) Academic Literature for Eco's In-Game Managemnt and Possible Design Inspiration | ECO Forum,https://ecoforum.strangeloopgames.com/topic/30/real-academic-literature-for-eco-s-in-game-managemnt-and-possible-design-inspiration,3236,6,1,killerfurby33,"I've got a cache of books that may be relevant for both players and designers/programmers of Eco.  They're mainly based in political science, political economy, agent based modeling, and the nexus of humanity and nature.  I hope you find these titles helpful and maybe help influence and/or inspire the design and play of the game.  Enjoy! :) ""The Origins of Wealth"", Beinhocker.
""People and Forests"", Gibson, McKean, Ostrom
""Complexity and the Art of Public Policy"", Colander, Kupers
""Growing Artificial Societies"", Epstein, Axtell
""Governing the Commons"", Ostrom
""Agent Based Models"", Gilbert
""Social Network Analysis"", Knocke, Yang I'll add to the list if I find more.  Feel free to post your own books. :)"
community-management,(Real) Academic Literature for Eco's In-Game Managemnt and Possible Design Inspiration | ECO Forum,https://ecoforum.strangeloopgames.com/topic/30/real-academic-literature-for-eco-s-in-game-managemnt-and-possible-design-inspiration,3236,6,2,JohnK,Ooo those do sounds awesome.  Did you list them off in the order of preference?
community-management,(Real) Academic Literature for Eco's In-Game Managemnt and Possible Design Inspiration | ECO Forum,https://ecoforum.strangeloopgames.com/topic/30/real-academic-literature-for-eco-s-in-game-managemnt-and-possible-design-inspiration,3236,6,3,killerfurby33,Nope.
community-management,(Real) Academic Literature for Eco's In-Game Managemnt and Possible Design Inspiration | ECO Forum,https://ecoforum.strangeloopgames.com/topic/30/real-academic-literature-for-eco-s-in-game-managemnt-and-possible-design-inspiration,3236,6,4,Or1g1nal1ty,"Ooo - good picks! I'd add a few here that are ideologically a fit to what i think Eco is trying to get across as well Ishmael by Daniel Quinn. A telepathic gorilla shares how human society got to where it is. Really fun read, hits on a lot of the concepts from the Kickstarter page Biogea by Michel Serres - more of an epitaph of ecology than anything else, it's a short inspirational read Cannibal Metaphysics - discusses the anthopological implications of the drastically different views of the world for tribes prior to colonial era (and some that exist today). Think Like a Commoner - dives not so deep but effectively into the lost concept of the commons and how the commons is still around even if the concept seems antiquated. The Power at the End of The Economy, by brian Massumi - While people believe that 'rational self interest' tends to govern economic matters, Massumi plays with this and pushes the idea that emotional choices have always been the hidden subject for those in economics. I really liked this and it's a fun read. How Forests Think - this, to me, is basically the ethos of Eco in book form. Totally worth a read. Hyperobjects: Philosophy and Ecology after the End of the World  - a hugely influenctial book for my own creative thinking, the author argues - ehhhhh, let me steal from the amazon page: hyperobjects show that the end of the world has already occurred in the sense that concepts such as world, nature, and even environment are no longer a meaningful horizon against which human events take place. Instead of inhabiting a world, we find ourselves inside a number of hyperobjects, such as climate, nuclear weapons, evolution, or relativity. Such objects put unbearable strains on our normal ways of reasoning.Insisting that we have to reinvent how we think to even begin to comprehend the world we now live in, Hyperobjects takes the first steps, outlining a genuinely postmodern ecological approach to thought and action."
community-management,(Real) Academic Literature for Eco's In-Game Managemnt and Possible Design Inspiration | ECO Forum,https://ecoforum.strangeloopgames.com/topic/30/real-academic-literature-for-eco-s-in-game-managemnt-and-possible-design-inspiration,3236,6,5,JohnK,"Some really great stuff here. Ordered ""The Origins of Wealth"" to start."
community-management,(Real) Academic Literature for Eco's In-Game Managemnt and Possible Design Inspiration | ECO Forum,https://ecoforum.strangeloopgames.com/topic/30/real-academic-literature-for-eco-s-in-game-managemnt-and-possible-design-inspiration,3236,6,6,SlowMoneyGreen,"""Superbia!"", by Dan Chrias and Dave Wann, is a book of practical ideas for creating more socially, economically, and environmentally sustainable neighborhoods. It is about remaking suburban and urban neighborhoods to serve people better and to reduce human impact on the environment. The authors first trace the history of the suburbs, showing how they fail to meet many peoples’ needs. They then describe how existing neighborhoods can be transformed, offering cohousing and new urbanist communities as examples. The reader is then guided through the transformation of a fictitious neighborhood that adopts the authors’ thirty-one steps. Ideas for the blossoming of the suburb are described in order of difficulty, from easy to boldest. The ""ecology of commerce"", by Paul Hawking (of The Rocky Mountain Institute... <3 )  may give you some ideas for developing a functional eco-economy, rather than having us try to force ordinary trading practices into a game that does not need them and are currently largely bypassed. And of course, the Grand Champion, ""Slow Money"" by Woody Tasch, is a must read for the locally-focused, eco conscious minds,  who wish to understand how to remake the world for local strength and resilience, using local food and fertility to drive local business."
community-management,Linux Server ? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/2176/linux-server,4775,16,1,Wolkenheger,When will there be a ECO Server running on Linux ? If there is planned no Linux Server : Which Windows version and license do I need to host a public Windows Server for ECO Server ?
community-management,Linux Server ? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/2176/linux-server,4775,16,2,robertharju,Linux was supported at one time.... no mas. Any version of Windows will work for you. facepalm / sigh
community-management,Linux Server ? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/2176/linux-server,4775,16,3,MGrand3,"You CAN run a server on Linux, but you need to use mono, and it's been known to be a bit tricky to set up, might be better now though. Otherwise, as Wolkenheger said, you should be able to run it on most Windows versions, probably not the oldest ones, ME and such."
community-management,Linux Server ? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/2176/linux-server,4775,16,4,Wolkenheger,Which Windows License do I need to run a public ECO Server ? I think for a legal solution I need : Is this correct ?
community-management,Linux Server ? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/2176/linux-server,4775,16,5,NoBlackThunder,with windows 7 you should be fine ;) or better. The main thing is that its a windows os .. no matter what and that .net is still getting updates on that platform. There is no need to buy any windows server license what so ever to run eco server. Though we wish to fully support eco later. Meta is working on a hotfix again to see if he cant fix the mono thing
community-management,Linux Server ? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/2176/linux-server,4775,16,6,Wolkenheger,"Are you sure, that hosting a game server on the internet with Windows 7 is legal ?
(I of course know, that it is possible)"
community-management,Linux Server ? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/2176/linux-server,4775,16,7,NoBlackThunder,well sure it is ! if its a private server no one says anything against it .. And i know several hosting companies that have 1 server as there domain server and all there game servers run windows 7 .. There is no license thing that says you cant ;)
community-management,Linux Server ? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/2176/linux-server,4775,16,8,Wolkenheger,"ok, thanks :-)"
community-management,Linux Server ? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/2176/linux-server,4775,16,9,robertharju,"Correct. As well, as a hosting company, they don't charge you for the Windows license. They only charge you to connect to their service. What is on the other side of that connection is irrelevant, as they are not charging you for the OS, just the ability to connect to their IP address. That is the kicker. You must have a ""commercial / business"" license and/or internet connection to do as such. ISPs don't like finding people hosting servers on their residential side..."
community-management,Linux Server ? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/2176/linux-server,4775,16,10,NoBlackThunder,I know there are some ISP''s that dont like people hosting home servers. but where i am living and in many countries hosting a home server is no issue =) though you can check that by giving your isp a call
community-management,Linux Server ? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/2176/linux-server,4775,16,11,robertharju,"Also true. Business connections are very, very nice."
community-management,Linux Server ? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/2176/linux-server,4775,16,12,Wolkenheger,"Of course I want to rent a dedicated server to host the game. My ""home internet"" is too slow. And I think virtual servers are too slow for this game, too."
community-management,Linux Server ? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/2176/linux-server,4775,16,13,robertharju,"There are LOTs of hosts out there. Depending upon where you are in the world, you just have to search them out."
community-management,Linux Server ? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/2176/linux-server,4775,16,14,robertharju,"@NoBlackThunder I was moreso referencing commercial, paid hosting on private connections ;). If you want to charge others for the service, that's when one would get into a bit of trouble on a residential connection."
community-management,Linux Server ? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/2176/linux-server,4775,16,15,NoBlackThunder,yea you cant have a commercial server host on your home connections but hosting privat / community servers have never been an issue where i am living
community-management,Linux Server ? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/2176/linux-server,4775,16,16,robertharju,"Yep, if one has the speed and the system to setup a server, get after it! :D.  It's not difficult on Windows."
community-management,Spanish non-authentic forum? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/28/spanish-non-authentic-forum,2374,5,1,Metrotyranno,This doesn't seem authentic? http://eco.elrincondecuerdas.es/ They are also accepting donations.
community-management,Spanish non-authentic forum? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/28/spanish-non-authentic-forum,2374,5,2,JohnK,"I think its a Spanish fan of the game?  Seems fine I think, though I cant read whats there.  Great there are communities in other languages."
community-management,Spanish non-authentic forum? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/28/spanish-non-authentic-forum,2374,5,3,Metrotyranno,"Yeah, I'm fine with foreign language forums but it seems a bit odd to accept donations and possibly misguiding."
community-management,Spanish non-authentic forum? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/28/spanish-non-authentic-forum,2374,5,4,Madaras_,"Well the majority of backers will be English readers not Spanish readers and they would go to the kickstarter. So most likely they're only accepting donations as a fan site in order to stay open, not for game development."
community-management,Spanish non-authentic forum? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/28/spanish-non-authentic-forum,2374,5,5,CourtneyNathan16,"Spanish Persons I distinguish preference these up no problematic, level auditors and practical societies reasonably than humanistic linguistic societies."
community-management,"GameCons (E3, GameCity,...) | ECO Forum",https://ecoforum.strangeloopgames.com/topic/271/gamecons-e3-gamecity,1106,1,1,Dragendave,"A great way to show it to the public IS the Convention. As specially E3 for sure, BUT in Vienna we have a smaller version called ""GameCity"" where on Friday SCHOOLS take their Students to edu-game presentations and after  that they can play a bit in the main hall. (www.game-city.at / http://www.game-city.at/schultag) That would be a perfect spot to show this to schools in Vienna/Austria and the Austrian board of education.
And you may also show it in the Convention Hall to all the other commercial gamers.
Since I life there and love to go there, I would have no problems doing a little presenting there and show off the Game.
(I once did CM for a browsergame.. not very long but I got a peak and I know at least one Game-press in Vienna who would love that. And I did some promotions work .. (selling washing machines.. xD)) So if you want to go for Austria, you may want to consider that. For E3 how ever (must go) ... I'm from Austria, so Germany is up north.. yes but with train and all it's a long trip.. not that I wouldn't mind, I've never been there, but maybe some one from Germany wants to do that in stead? Or even you guys, that one there is a major league convention! If you make the big screen there, you got it! ^^
Vacation in Germany? :D What about other countries? Do they have local Conventions with high potential?"
community-management,Research Opportunities and In-Game Metrics | ECO Forum,https://ecoforum.strangeloopgames.com/topic/19/research-opportunities-and-in-game-metrics,19504,31,1,killerfurby33,"Good evening everyone! I'm excited to begin working with you all on this extremely interesting project.  My name is Eli Levine, I have a Master of Public Administration and I am very interested in helping Eco become a fun game that's also a platform for social and ecological sciences.  I am doing my own research into Agent Based Modeling (ABM) and Socail Network Analysis (SNA) on the side.  I would love to help develop the definitions, metrics, and methods that could be used in Eco to gather data (anonymously) from players' actions and the aggregate conditions in game.  I believe this could advance our understanding about how economies, societies, governments, and other social systems evolve, adapt, and interplay with each other and the environments in which they exist.  I will warn you now that I don't have much of a coding background but I look forward to learning as time goes one. Looking forward to working with you all!"
